,MLII,V1
0 days 00:07:27.725706,-142,-122
0 days 00:07:27.728484,-138,-124
0 days 00:07:27.731262,-137,-125
0 days 00:07:27.734040,-136,-126
0 days 00:07:27.736818,-138,-127
0 days 00:07:27.739596,-138,-122
0 days 00:07:27.742374,-141,-122
0 days 00:07:27.745152,-144,-120
0 days 00:07:27.747930,-147,-125
0 days 00:07:27.750708,-150,-132
0 days 00:07:27.753486,-150,-137
0 days 00:07:27.756264,-147,-149
0 days 00:07:27.759042,-141,-164
0 days 00:07:27.761820,-132,-183
0 days 00:07:27.764598,-115,-207
0 days 00:07:27.767376,-89,-232
0 days 00:07:27.770154,-55,-260
0 days 00:07:27.772932,-19,-291
0 days 00:07:27.775710,18,-316
0 days 00:07:27.778488,49,-326
0 days 00:07:27.781266,67,-326
0 days 00:07:27.784044,67,-304
0 days 00:07:27.786822,60,-270
0 days 00:07:27.789600,56,-240
0 days 00:07:27.792378,71,-202
0 days 00:07:27.795156,97,-161
0 days 00:07:27.797934,132,-108
0 days 00:07:27.800712,170,-43
0 days 00:07:27.803490,178,33
0 days 00:07:27.806268,153,95
0 days 00:07:27.809046,79,123
0 days 00:07:27.811824,-33,113
0 days 00:07:27.814602,-158,64
0 days 00:07:27.817380,-270,-7
0 days 00:07:27.820158,-348,-74
0 days 00:07:27.822936,-392,-125
0 days 00:07:27.825714,-414,-156
0 days 00:07:27.828492,-417,-171
0 days 00:07:27.831270,-422,-177
0 days 00:07:27.834048,-420,-181
0 days 00:07:27.836826,-424,-181
0 days 00:07:27.839604,-428,-179
0 days 00:07:27.842382,-433,-186
0 days 00:07:27.845160,-434,-187
0 days 00:07:27.847938,-436,-192
0 days 00:07:27.850716,-435,-191
0 days 00:07:27.853494,-435,-189
0 days 00:07:27.856272,-431,-185
0 days 00:07:27.859050,-424,-183
0 days 00:07:27.861828,-412,-183
0 days 00:07:27.864606,-400,-184
0 days 00:07:27.867384,-379,-184
0 days 00:07:27.870162,-357,-184
0 days 00:07:27.872940,-327,-181
0 days 00:07:27.875718,-295,-171
0 days 00:07:27.878496,-262,-163
0 days 00:07:27.881274,-235,-145
0 days 00:07:27.884052,-213,-133
0 days 00:07:27.886830,-196,-120
0 days 00:07:27.889608,-182,-107
0 days 00:07:27.892386,-174,-100
0 days 00:07:27.895164,-169,-98
0 days 00:07:27.897942,-166,-97
0 days 00:07:27.900720,-162,-94
0 days 00:07:27.903498,-161,-100
0 days 00:07:27.906276,-162,-97
0 days 00:07:27.909054,-162,-94
0 days 00:07:27.911832,-162,-94
0 days 00:07:27.914610,-160,-100
0 days 00:07:27.917388,-161,-99
0 days 00:07:27.920166,-157,-100
0 days 00:07:27.922944,-157,-100
0 days 00:07:27.925722,-153,-101
0 days 00:07:27.928500,-153,-104
0 days 00:07:27.931278,-152,-101
0 days 00:07:27.934056,-147,-105
0 days 00:07:27.936834,-151,-106
0 days 00:07:27.939612,-150,-111
0 days 00:07:27.942390,-153,-111
0 days 00:07:27.945168,-160,-119
0 days 00:07:27.947946,-163,-126
0 days 00:07:27.950724,-165,-128
0 days 00:07:27.953502,-168,-126
0 days 00:07:27.956280,-169,-132
0 days 00:07:27.959058,-170,-134
0 days 00:07:27.961836,-167,-134
0 days 00:07:27.964614,-166,-133
0 days 00:07:27.967392,-162,-136
0 days 00:07:27.970170,-165,-142
0 days 00:07:27.972948,-166,-147
0 days 00:07:27.975726,-173,-153
0 days 00:07:27.978504,-179,-156
0 days 00:07:27.981282,-182,-160
0 days 00:07:27.984060,-184,-163
0 days 00:07:27.986838,-185,-163
0 days 00:07:27.989616,-189,-164
0 days 00:07:27.992394,-190,-167
0 days 00:07:27.995172,-194,-170
0 days 00:07:27.997950,-194,-169
0 days 00:07:28.000728,-196,-173
0 days 00:07:28.003506,-202,-178
0 days 00:07:28.006284,-203,-180
0 days 00:07:28.009062,-203,-185
0 days 00:07:28.011840,-202,-191
0 days 00:07:28.014618,-206,-193
0 days 00:07:28.017396,-204,-200
0 days 00:07:28.020174,-207,-200
0 days 00:07:28.022952,-212,-199
0 days 00:07:28.025730,-212,-200
0 days 00:07:28.028508,-212,-198
0 days 00:07:28.031286,-210,-200
0 days 00:07:28.034064,-207,-202
0 days 00:07:28.036842,-208,-201
0 days 00:07:28.039620,-207,-205
0 days 00:07:28.042398,-208,-211
0 days 00:07:28.045176,-207,-210
0 days 00:07:28.047954,-210,-211
0 days 00:07:28.050732,-210,-211
0 days 00:07:28.053510,-206,-206
0 days 00:07:28.056288,-205,-202
0 days 00:07:28.059066,-197,-198
0 days 00:07:28.061844,-194,-192
0 days 00:07:28.064622,-188,-189
0 days 00:07:28.067400,-182,-184
0 days 00:07:28.070178,-181,-188
0 days 00:07:28.072956,-174,-187
0 days 00:07:28.075734,-171,-181
0 days 00:07:28.078512,-168,-180
0 days 00:07:28.081290,-163,-177
0 days 00:07:28.084068,-161,-181
0 days 00:07:28.086846,-158,-176
0 days 00:07:28.089624,-156,-176
0 days 00:07:28.092402,-148,-171
0 days 00:07:28.095180,-144,-164
0 days 00:07:28.097958,-139,-156
0 days 00:07:28.100736,-133,-145
0 days 00:07:28.103514,-130,-138
0 days 00:07:28.106292,-130,-129
0 days 00:07:28.109070,-132,-126
0 days 00:07:28.111848,-133,-128
0 days 00:07:28.114626,-133,-128
0 days 00:07:28.117404,-132,-127
0 days 00:07:28.120182,-132,-126
0 days 00:07:28.122960,-132,-124
0 days 00:07:28.125738,-126,-118
0 days 00:07:28.128516,-122,-115
0 days 00:07:28.131294,-121,-109
0 days 00:07:28.134072,-115,-108
0 days 00:07:28.136850,-119,-105
0 days 00:07:28.139628,-114,-109
0 days 00:07:28.142406,-119,-113
0 days 00:07:28.145184,-118,-114
0 days 00:07:28.147962,-120,-118
0 days 00:07:28.150740,-120,-119
0 days 00:07:28.153518,-119,-122
0 days 00:07:28.156296,-122,-121
0 days 00:07:28.159074,-120,-121
0 days 00:07:28.161852,-119,-113
0 days 00:07:28.164630,-117,-104
0 days 00:07:28.167408,-113,-103
0 days 00:07:28.170186,-114,-99
0 days 00:07:28.172964,-112,-98
0 days 00:07:28.175742,-116,-98
0 days 00:07:28.178520,-118,-99
0 days 00:07:28.181298,-120,-106
0 days 00:07:28.184076,-120,-109
0 days 00:07:28.186854,-125,-106
0 days 00:07:28.189632,-125,-104
0 days 00:07:28.192410,-122,-101
0 days 00:07:28.195188,-116,-98
0 days 00:07:28.197966,-115,-101
0 days 00:07:28.200744,-116,-101
0 days 00:07:28.203522,-118,-103
0 days 00:07:28.206300,-120,-108
0 days 00:07:28.209078,-122,-112
0 days 00:07:28.211856,-126,-112
0 days 00:07:28.214634,-127,-112
0 days 00:07:28.217412,-126,-112
0 days 00:07:28.220190,-127,-114
0 days 00:07:28.222968,-128,-113
0 days 00:07:28.225746,-125,-112
0 days 00:07:28.228524,-126,-108
0 days 00:07:28.231302,-123,-102
0 days 00:07:28.234080,-122,-104
0 days 00:07:28.236858,-123,-104
0 days 00:07:28.239636,-119,-105
0 days 00:07:28.242414,-122,-107
0 days 00:07:28.245192,-124,-108
0 days 00:07:28.247970,-127,-112
0 days 00:07:28.250748,-128,-110
0 days 00:07:28.253526,-132,-107
0 days 00:07:28.256304,-131,-110
0 days 00:07:28.259082,-129,-107
0 days 00:07:28.261860,-125,-112
0 days 00:07:28.264638,-125,-110
0 days 00:07:28.267416,-121,-112
0 days 00:07:28.270194,-119,-112
0 days 00:07:28.272972,-123,-114
0 days 00:07:28.275750,-122,-117
0 days 00:07:28.278528,-124,-114
0 days 00:07:28.281306,-125,-115
0 days 00:07:28.284084,-127,-112
0 days 00:07:28.286862,-126,-109
0 days 00:07:28.289640,-129,-115
0 days 00:07:28.292418,-128,-112
0 days 00:07:28.295196,-127,-115
0 days 00:07:28.297974,-122,-116
0 days 00:07:28.300752,-118,-117
0 days 00:07:28.303530,-120,-115
0 days 00:07:28.306308,-120,-111
0 days 00:07:28.309086,-119,-109
0 days 00:07:28.311864,-120,-104
0 days 00:07:28.314642,-123,-107
0 days 00:07:28.317420,-120,-109
0 days 00:07:28.320198,-124,-113
0 days 00:07:28.322976,-125,-114
0 days 00:07:28.325754,-128,-113
0 days 00:07:28.328532,-124,-114
0 days 00:07:28.331310,-124,-113
0 days 00:07:28.334088,-118,-111
0 days 00:07:28.336866,-122,-115
0 days 00:07:28.339644,-120,-113
0 days 00:07:28.342422,-123,-115
0 days 00:07:28.345200,-125,-116
0 days 00:07:28.347978,-126,-116
0 days 00:07:28.350756,-123,-114
0 days 00:07:28.353534,-122,-113
0 days 00:07:28.356312,-124,-117
0 days 00:07:28.359090,-121,-113
0 days 00:07:28.361868,-119,-111
0 days 00:07:28.364646,-120,-115
0 days 00:07:28.367424,-117,-116
0 days 00:07:28.370202,-118,-116
0 days 00:07:28.372980,-120,-112
0 days 00:07:28.375758,-123,-114
0 days 00:07:28.378536,-119,-110
0 days 00:07:28.381314,-125,-110
0 days 00:07:28.384092,-123,-108
0 days 00:07:28.386870,-121,-108
0 days 00:07:28.389648,-121,-106
0 days 00:07:28.392426,-120,-104
0 days 00:07:28.395204,-117,-103
0 days 00:07:28.397982,-113,-102
0 days 00:07:28.400760,-109,-102
0 days 00:07:28.403538,-106,-105
0 days 00:07:28.406316,-101,-113
0 days 00:07:28.409094,-99,-113
0 days 00:07:28.411872,-100,-119
0 days 00:07:28.414650,-99,-120
0 days 00:07:28.417428,-102,-123
0 days 00:07:28.420206,-102,-121
0 days 00:07:28.422984,-102,-122
0 days 00:07:28.425762,-96,-120
0 days 00:07:28.428540,-93,-119
0 days 00:07:28.431318,-85,-116
0 days 00:07:28.434096,-82,-115
0 days 00:07:28.436874,-76,-114
0 days 00:07:28.439652,-69,-115
0 days 00:07:28.442430,-69,-110
0 days 00:07:28.445208,-68,-103
0 days 00:07:28.447986,-68,-104
0 days 00:07:28.450764,-75,-101
0 days 00:07:28.453542,-81,-101
0 days 00:07:28.456320,-88,-104
0 days 00:07:28.459098,-90,-104
0 days 00:07:28.461876,-93,-104
0 days 00:07:28.464654,-91,-103
0 days 00:07:28.467432,-87,-100
0 days 00:07:28.470210,-85,-94
0 days 00:07:28.472988,-79,-91
0 days 00:07:28.475766,-73,-88
0 days 00:07:28.478544,-73,-83
0 days 00:07:28.481322,-74,-79
0 days 00:07:28.484100,-78,-75
0 days 00:07:28.486878,-84,-77
0 days 00:07:28.489656,-92,-81
0 days 00:07:28.492434,-99,-87
0 days 00:07:28.495212,-103,-92
0 days 00:07:28.497990,-107,-97
0 days 00:07:28.500768,-108,-102
0 days 00:07:28.503546,-112,-106
0 days 00:07:28.506324,-118,-105
0 days 00:07:28.509102,-122,-108
0 days 00:07:28.511880,-130,-106
0 days 00:07:28.514658,-135,-111
0 days 00:07:28.517436,-136,-115
0 days 00:07:28.520214,-140,-119
0 days 00:07:28.522992,-139,-118
0 days 00:07:28.525770,-137,-117
0 days 00:07:28.528548,-135,-114
0 days 00:07:28.531326,-131,-110
0 days 00:07:28.534104,-132,-109
0 days 00:07:28.536882,-131,-108
0 days 00:07:28.539660,-131,-109
0 days 00:07:28.542438,-133,-110
0 days 00:07:28.545216,-138,-115
0 days 00:07:28.547994,-138,-115
0 days 00:07:28.550772,-139,-115
0 days 00:07:28.553550,-140,-113
0 days 00:07:28.556328,-143,-110
0 days 00:07:28.559106,-142,-111
0 days 00:07:28.561884,-145,-107
0 days 00:07:28.564662,-141,-102
0 days 00:07:28.567440,-139,-109
0 days 00:07:28.570218,-139,-108
0 days 00:07:28.572996,-142,-108
0 days 00:07:28.575774,-136,-111
0 days 00:07:28.578552,-138,-116
0 days 00:07:28.581330,-139,-117
0 days 00:07:28.584108,-137,-120
0 days 00:07:28.586886,-142,-118
0 days 00:07:28.589664,-143,-119
0 days 00:07:28.592442,-142,-119
0 days 00:07:28.595220,-141,-121
0 days 00:07:28.597998,-142,-120
0 days 00:07:28.600776,-141,-123
0 days 00:07:28.603554,-146,-130
0 days 00:07:28.606332,-139,-140
0 days 00:07:28.609110,-146,-154
0 days 00:07:28.611888,-141,-171
0 days 00:07:28.614666,-135,-193
0 days 00:07:28.617444,-118,-220
0 days 00:07:28.620222,-94,-256
0 days 00:07:28.623000,-53,-290
0 days 00:07:28.625778,-11,-317
0 days 00:07:28.628556,24,-340
0 days 00:07:28.631334,50,-343
0 days 00:07:28.634112,62,-334
0 days 00:07:28.636890,54,-310
0 days 00:07:28.639668,49,-281
0 days 00:07:28.642446,51,-255
0 days 00:07:28.645224,70,-230
0 days 00:07:28.648002,106,-189
0 days 00:07:28.650780,148,-131
0 days 00:07:28.653558,179,-52
0 days 00:07:28.656336,188,31
0 days 00:07:28.659114,157,96
0 days 00:07:28.661892,83,132
0 days 00:07:28.664670,-20,127
0 days 00:07:28.667448,-130,88
0 days 00:07:28.670226,-234,30
0 days 00:07:28.673004,-311,-38
0 days 00:07:28.675782,-356,-91
0 days 00:07:28.678560,-382,-123
0 days 00:07:28.681338,-396,-145
0 days 00:07:28.684116,-406,-152
0 days 00:07:28.686894,-418,-161
0 days 00:07:28.689672,-428,-166
0 days 00:07:28.692450,-439,-171
0 days 00:07:28.695228,-442,-177
0 days 00:07:28.698006,-445,-183
0 days 00:07:28.700784,-442,-182
0 days 00:07:28.703562,-439,-183
0 days 00:07:28.706340,-437,-178
0 days 00:07:28.709118,-435,-177
0 days 00:07:28.711896,-433,-174
0 days 00:07:28.714674,-429,-179
0 days 00:07:28.717452,-421,-179
0 days 00:07:28.720230,-413,-180
0 days 00:07:28.723008,-392,-180
0 days 00:07:28.725786,-361,-179
0 days 00:07:28.728564,-332,-170
0 days 00:07:28.731342,-291,-159
0 days 00:07:28.734120,-260,-147
0 days 00:07:28.736898,-230,-132
0 days 00:07:28.739676,-210,-119
0 days 00:07:28.742454,-193,-112
0 days 00:07:28.745232,-185,-107
0 days 00:07:28.748010,-180,-103
0 days 00:07:28.750788,-177,-102
0 days 00:07:28.753566,-173,-99
0 days 00:07:28.756344,-173,-99
0 days 00:07:28.759122,-169,-95
0 days 00:07:28.761900,-164,-91
0 days 00:07:28.764678,-160,-90
0 days 00:07:28.767456,-155,-90
0 days 00:07:28.770234,-154,-91
0 days 00:07:28.773012,-153,-96
0 days 00:07:28.775790,-154,-97
0 days 00:07:28.778568,-156,-103
0 days 00:07:28.781346,-154,-107
0 days 00:07:28.784124,-153,-109
0 days 00:07:28.786902,-155,-106
0 days 00:07:28.789680,-154,-105
0 days 00:07:28.792458,-153,-103
0 days 00:07:28.795236,-150,-101
0 days 00:07:28.798014,-150,-103
0 days 00:07:28.800792,-151,-107
0 days 00:07:28.803570,-153,-112
0 days 00:07:28.806348,-157,-114
0 days 00:07:28.809126,-157,-125
0 days 00:07:28.811904,-157,-127
0 days 00:07:28.814682,-161,-131
0 days 00:07:28.817460,-167,-134
0 days 00:07:28.820238,-167,-136
0 days 00:07:28.823016,-172,-134
0 days 00:07:28.825794,-172,-137
0 days 00:07:28.828572,-172,-137
0 days 00:07:28.831350,-173,-136
0 days 00:07:28.834128,-173,-140
0 days 00:07:28.836906,-176,-143
0 days 00:07:28.839684,-181,-146
0 days 00:07:28.842462,-182,-150
0 days 00:07:28.845240,-187,-156
0 days 00:07:28.848018,-189,-159
0 days 00:07:28.850796,-193,-160
0 days 00:07:28.853574,-197,-167
0 days 00:07:28.856352,-200,-169
0 days 00:07:28.859130,-200,-174
0 days 00:07:28.861908,-200,-172
0 days 00:07:28.864686,-201,-175
0 days 00:07:28.867464,-199,-181
0 days 00:07:28.870242,-203,-180
0 days 00:07:28.873020,-206,-181
0 days 00:07:28.875798,-206,-188
0 days 00:07:28.878576,-205,-191
0 days 00:07:28.881354,-208,-195
0 days 00:07:28.884132,-210,-195
0 days 00:07:28.886910,-212,-198
0 days 00:07:28.889688,-214,-202
0 days 00:07:28.892466,-213,-201
0 days 00:07:28.895244,-210,-196
0 days 00:07:28.898022,-210,-195
0 days 00:07:28.900800,-209,-196
0 days 00:07:28.903578,-210,-196
0 days 00:07:28.906356,-205,-199
0 days 00:07:28.909134,-206,-200
0 days 00:07:28.911912,-206,-203
0 days 00:07:28.914690,-204,-204
0 days 00:07:28.917468,-202,-202
0 days 00:07:28.920246,-200,-195
0 days 00:07:28.923024,-196,-189
0 days 00:07:28.925802,-197,-180
0 days 00:07:28.928580,-188,-179
0 days 00:07:28.931358,-182,-177
0 days 00:07:28.934136,-177,-181
0 days 00:07:28.936914,-170,-178
0 days 00:07:28.939692,-167,-180
0 days 00:07:28.942470,-164,-180
0 days 00:07:28.945248,-163,-175
0 days 00:07:28.948026,-162,-172
0 days 00:07:28.950804,-158,-170
0 days 00:07:28.953582,-157,-160
0 days 00:07:28.956360,-153,-157
0 days 00:07:28.959138,-149,-155
0 days 00:07:28.961916,-150,-147
0 days 00:07:28.964694,-146,-146
0 days 00:07:28.967472,-139,-142
0 days 00:07:28.970250,-136,-141
0 days 00:07:28.973028,-137,-139
0 days 00:07:28.975806,-135,-137
0 days 00:07:28.978584,-134,-134
0 days 00:07:28.981362,-135,-129
0 days 00:07:28.984140,-133,-128
0 days 00:07:28.986918,-133,-131
0 days 00:07:28.989696,-131,-129
0 days 00:07:28.992474,-129,-125
0 days 00:07:28.995252,-126,-124
0 days 00:07:28.998030,-123,-117
0 days 00:07:29.000808,-122,-117
0 days 00:07:29.003586,-123,-110
0 days 00:07:29.006364,-122,-105
0 days 00:07:29.009142,-124,-100
0 days 00:07:29.011920,-131,-105
0 days 00:07:29.014698,-129,-107
0 days 00:07:29.017476,-128,-109
0 days 00:07:29.020254,-125,-110
0 days 00:07:29.023032,-127,-110
0 days 00:07:29.025810,-124,-104
0 days 00:07:29.028588,-122,-103
0 days 00:07:29.031366,-119,-98
0 days 00:07:29.034144,-122,-100
0 days 00:07:29.036922,-123,-100
0 days 00:07:29.039700,-130,-108
0 days 00:07:29.042478,-128,-109
0 days 00:07:29.045256,-131,-111
0 days 00:07:29.048034,-131,-116
0 days 00:07:29.050812,-129,-118
0 days 00:07:29.053590,-131,-113
0 days 00:07:29.056368,-128,-110
0 days 00:07:29.059146,-128,-106
0 days 00:07:29.061924,-127,-109
0 days 00:07:29.064702,-126,-109
0 days 00:07:29.067480,-128,-108
0 days 00:07:29.070258,-131,-111
0 days 00:07:29.073036,-135,-111
0 days 00:07:29.075814,-135,-110
0 days 00:07:29.078592,-139,-110
0 days 00:07:29.081370,-140,-113
0 days 00:07:29.084148,-138,-113
0 days 00:07:29.086926,-140,-111
0 days 00:07:29.089704,-138,-113
0 days 00:07:29.092482,-136,-110
0 days 00:07:29.095260,-135,-112
0 days 00:07:29.098038,-131,-113
0 days 00:07:29.100816,-131,-114
0 days 00:07:29.103594,-132,-113
0 days 00:07:29.106372,-131,-115
0 days 00:07:29.109150,-132,-118
0 days 00:07:29.111928,-133,-122
0 days 00:07:29.114706,-138,-119
0 days 00:07:29.117484,-136,-120
0 days 00:07:29.120262,-137,-119
0 days 00:07:29.123040,-137,-113
0 days 00:07:29.125818,-136,-110
0 days 00:07:29.128596,-135,-109
0 days 00:07:29.131374,-136,-107
0 days 00:07:29.134152,-134,-109
0 days 00:07:29.136930,-136,-115
0 days 00:07:29.139708,-135,-114
0 days 00:07:29.142486,-135,-114
0 days 00:07:29.145264,-139,-117
0 days 00:07:29.148042,-138,-114
0 days 00:07:29.150820,-137,-116
0 days 00:07:29.153598,-140,-116
0 days 00:07:29.156376,-138,-117
0 days 00:07:29.159154,-135,-113
0 days 00:07:29.161932,-135,-112
0 days 00:07:29.164710,-132,-111
0 days 00:07:29.167488,-130,-113
0 days 00:07:29.170266,-126,-110
0 days 00:07:29.173044,-128,-112
0 days 00:07:29.175822,-130,-116
0 days 00:07:29.178600,-133,-119
0 days 00:07:29.181378,-134,-118
0 days 00:07:29.184156,-132,-121
0 days 00:07:29.186934,-132,-118
0 days 00:07:29.189712,-132,-120
0 days 00:07:29.192490,-130,-120
0 days 00:07:29.195268,-129,-116
0 days 00:07:29.198046,-131,-113
0 days 00:07:29.200824,-128,-109
0 days 00:07:29.203602,-128,-111
0 days 00:07:29.206380,-131,-107
0 days 00:07:29.209158,-130,-108
0 days 00:07:29.211936,-131,-115
0 days 00:07:29.214714,-133,-119
0 days 00:07:29.217492,-139,-117
0 days 00:07:29.220270,-138,-121
0 days 00:07:29.223048,-135,-119
0 days 00:07:29.225826,-132,-118
0 days 00:07:29.228604,-128,-110
0 days 00:07:29.231382,-130,-106
0 days 00:07:29.234160,-125,-108
0 days 00:07:29.236938,-127,-106
0 days 00:07:29.239716,-127,-112
0 days 00:07:29.242494,-127,-116
0 days 00:07:29.245272,-131,-122
0 days 00:07:29.248050,-131,-124
0 days 00:07:29.250828,-131,-120
0 days 00:07:29.253606,-128,-120
0 days 00:07:29.256384,-123,-117
0 days 00:07:29.259162,-122,-117
0 days 00:07:29.261940,-115,-119
0 days 00:07:29.264718,-109,-119
0 days 00:07:29.267496,-105,-125
0 days 00:07:29.270274,-102,-127
0 days 00:07:29.273052,-100,-130
0 days 00:07:29.275830,-102,-127
0 days 00:07:29.278608,-102,-127
0 days 00:07:29.281386,-105,-122
0 days 00:07:29.284164,-97,-122
0 days 00:07:29.286942,-94,-120
0 days 00:07:29.289720,-86,-117
0 days 00:07:29.292498,-84,-113
0 days 00:07:29.295276,-77,-104
0 days 00:07:29.298054,-74,-96
0 days 00:07:29.300832,-75,-90
0 days 00:07:29.303610,-79,-89
0 days 00:07:29.306388,-86,-94
0 days 00:07:29.309166,-88,-102
0 days 00:07:29.311944,-97,-105
0 days 00:07:29.314722,-101,-106
0 days 00:07:29.317500,-102,-110
0 days 00:07:29.320278,-101,-106
0 days 00:07:29.323056,-98,-103
0 days 00:07:29.325834,-89,-94
0 days 00:07:29.328612,-80,-84
0 days 00:07:29.331390,-74,-80
0 days 00:07:29.334168,-75,-78
0 days 00:07:29.336946,-78,-78
0 days 00:07:29.339724,-83,-78
0 days 00:07:29.342502,-95,-86
0 days 00:07:29.345280,-106,-95
0 days 00:07:29.348058,-111,-106
0 days 00:07:29.350836,-117,-114
0 days 00:07:29.353614,-124,-116
0 days 00:07:29.356392,-125,-116
0 days 00:07:29.359170,-126,-113
0 days 00:07:29.361948,-127,-109
0 days 00:07:29.364726,-131,-108
0 days 00:07:29.367504,-133,-106
0 days 00:07:29.370282,-136,-111
0 days 00:07:29.373060,-140,-113
0 days 00:07:29.375838,-145,-116
